day,month,year,Temperature,RH,Ws,Rain ,FFMC,DMC,DC,ISI,BUI,FWI,Classes  
26,09,2014,34,14,99,0,96.9,139.1,2228.7,37.4,115.7,65.4,not fire
27,09,2014,34,14,99,0,96.9,139.2,2242,37.5,115.7,65.4,not fire
28,09,2014,34,14,99,0,96.9,139.2,2255.3,37.5,115.8,65.5,not fire
29,09,2014,34,14,99,0,96.9,139.3,2268.6,37.6,115.8,65.5,not fire
30,09,2014,34,14,99,0,96.9,139.4,2281.9,37.6,115.8,65.5,not fire
01,10,2014,34,14,99,0,96.9,139.5,2295.2,37.7,115.9,65.6,not fire
02,10,2014,34,14,99,0,96.9,139.5,2308.4,37.7,115.9,65.6,not fire
03,10,2014,34,14,99,0,96.9,139.6,2321.7,37.8,115.9,65.6,not fire
04,10,2014,34,14,99,0,96.9,139.6,2335,37.8,116,65.7,not fire
05,10,2014,34,14,99,0,96.9,139.7,2348.2,37.9,116,65.7,not fire
06,10,2014,34,14,99,0,96.9,139.7,2361.4,37.9,116,65.7,not fire
07,10,2014,34,14,99,0,96.9,139.8,2374.6,38,116.1,65.8,not fire
08,10,2014,34,14,99,0,96.9,139.8,2387.8,38,116.1,65.8,not fire
09,10,2014,34,14,99,0,96.9,139.9,2401,38.1,116.1,65.8,not fire
10,10,2014,34,14,99,0,96.9,139.9,2414.1,38.1,116.2,65.9,not fire
11,10,2014,34,14,99,0,96.9,140,2427.3,38.2,116.2,65.9,not fire
12,10,2014,34,14,99,0,96.9,140,2440.4,38.2,116.2,65.9,not fire
13,10,2014,34,14,99,0,96.9,140.1,2453.5,38.3,116.3,66,not fire
14,10,2014,34,14,99,0,96.9,140.1,2466.6,38.3,116.3,66,not fire
15,10,2014,34,14,99,0,96.9,140.2,2479.7,38.4,116.3,66,not fire
16,10,2014,34,14,99,0,96.9,140.2,2492.8,38.4,116.4,66.1,not fire
17,10,2014,34,14,99,0,96.9,140.3,2505.8,38.5,116.4,66.1,not fire
18,10,2014,34,14,99,0,96.9,140.3,2518.8,38.5,116.4,66.1,not fire
19,10,2014,34,14,99,0,96.9,140.4,2531.8,38.6,116.5,66.2,not fire
20,10,2014,34,14,99,0,96.9,140.4,2544.7,38.6,116.5,66.2,not fire
21,10,2014,34,14,99,0,96.9,140.5,2557.7,38.7,116.5,66.2,not fire
22,10,2014,34,14,99,0,96.9,140.5,2570.6,38.7,116.6,66.3,not fire
23,10,2014,34,14,99,0,96.9,140.6,2583.5,38.8,116.6,66.3,not fire
24,10,2014,34,14,99,0,96.9,140.6,2596.4,38.8,116.6,66.3,not fire
25,10,2014,34,14,99,0,96.9,140.7,2609.3,38.9,116.7,66.4,not fire
26,10,2014,34,14,99,0,96.9,140.7,2622.1,38.9,116.7,66.4,not fire
27,10,2014,34,14,99,0,96.9,140.7,2635,39,116.7,66.4,not fire
28,10,2014,34,14,99,0,96.9,140.8,2647.8,39,116.8,66.5,not fire
29,10,2014,34,14,99,0,96.9,140.8,2660.6,39.1,116.8,66.5,not fire
30,10,2014,34,14,99,0,96.9,140.9,2673.4,39.1,116.8,66.5,not fire
31,10,2014,34,14,99,0,96.9,140.9,2686.1,39.2,116.9,66.6,not fire
01,11,2014,34,14,99,0,96.9,141,2698.8,39.2,116.9,66.6,not fire
02,11,2014,34,14,99,0,96.9,141,2711.5,39.3,116.9,66.6,not fire
03,11,2014,34,14,99,0,96.9,141.1,2724.2,39.3,116.9,66.6,not fire
04,11,2014,34,14,99,0,96.9,141.1,2736.9,39.4,117,66.7,not fire
05,11,2014,34,14,99,0,96.9,141.2,2749.5,39.4,117,66.7,not fire
06,11,2014,34,14,99,0,96.9,141.2,2762.1,39.5,117,66.7,not fire
07,11,2014,34,14,99,0,96.9,141.3,2774.7,39.5,117.1,66.8,not fire
08,11,2014,34,14,99,0,96.9,141.3,2787.3,39.6,117.1,66.8,not fire
09,11,2014,34,14,99,0,96.9,141.4,2799.8,39.6,117.1,66.8,not fire
10,11,2014,34,14,99,0,96.9,141.4,2812.3,39.7,117.2,66.9,not fire
11,11,2014,34,14,99,0,96.9,141.4,2824.8,39.7,117.2,66.9,not fire
12,11,2014,34,14,99,0,96.9,141.5,2837.2,39.8,117.2,66.9,not fire
13,11,2014,34,14,99,0,96.9,141.5,2849.6,39.8,117.3,67,not fire
14,11,2014,34,14,99,0,96.9,141.6,2862,39.9,117.3,67,not fire
15,11,2014,34,14,99,0,96.9,141.6,2874.3,39.9,117.3,67,not fire
16,11,2014,34,14,99,0,96.9,141.7,2886.7,40,117.4,67.1,not fire
17,11,2014,34,14,99,0,96.9,141.7,2899,40,117.4,67.1,not fire
18,11,2014,34,14,99,0,96.9,141.7,2911.3,40.1,117.4,67.1,not fire
19,11,2014,34,14,99,0,96.9,141.8,2923.6,40.1,117.5,67.2,not fire
20,11,2014,34,14,99,0,96.9,141.8,2935.9,40.2,117.5,67.2,not fire
21,11,2014,34,14,99,0,96.9,141.9,2948.1,40.2,117.5,67.2,not fire
22,11,2014,34,14,99,0,96.9,141.9,2960.3,40.3,117.6,67.3,not fire
23,11,2014,34,14,99,0,96.9,142,2972.5,40.3,117.6,67.3,not fire
24,11,2014,34,14,99,0,96.9,142,2984.6,40.4,117.6,67.3,not fire
25,11,2014,34,14,99,0,96.9,142,2996.7,40.4,117.7,67.4,not fire
26,11,2014,34,14,99,0,96.9,142.1,3008.8,40.5,117.7,67.4,not fire
27,11,2014,34,14,99,0,96.9,142.1,3020.8,40.5,117.7,67.4,not fire
28,11,2014,34,14,99,0,96.9,142.2,3032.8,40.6,117.8,67.5,not fire
29,11,2014,34,14,99,0,96.9,142.2,3044.8,40.6,117.8,67.5,not fire
30,11,2014,34,14,99,0,96.9,142.2,3056.7,40.7,117.8,67.5,not fire
01,12,2014,34,14,99,0,96.9,142.2,3068.6,40.7,117.9,67.6,not fire
02,12,2014,34,14,99,0,96.9,142.3,3080.4,40.8,117.9,67.6,not fire
03,12,2014,34,14,99,0,96.9,142.3,3092.2,40.8,117.9,67.6,not fire
04,12,2014,34,14,99,0,96.9,142.3,3103.9,40.9,118,67.7,not fire
05,12,2014,34,14,99,0,96.9,142.4,3115.6,40.9,118,67.7,not fire
06,12,2014,34,14,99,0,96.9,142.4,3127.3,41,118,67.7,not fire
07,12,2014,34,14,99,0,96.9,142.5,3138.9,41,118.1,67.8,not fire
08,12,2014,34,14,99,0,96.9,142.5,3150.5,41.1,118.1,67.8,not fire
09,12,2014,34,14,99,0,96.9,142.5,3162.1,41.1,118.1,67.8,not fire
10,12,2014,34,14,99,0,96.9,142.6,3173.6,41.2,118.2,67.9,not fire
11,12,2014,34,14,99,0,96.9,142.6,3185.1,41.2,118.2,67.9,not fire
12,12,2014,34,14,99,0,96.9,142.6,3196.6,41.3,118.2,67.9,not fire
13,12,2014,34,14,99,0,96.9,142.7,3208,41.3,118.3,68,not fire
14,12,2014,34,14,99,0,96.9,142.7,3219.4,41.4,118.3,68,not fire
15,12,2014,34,14,99,0,96.9,142.8,3230.7,41.4,118.3,68,not fire
16,12,2014,34,14,99,0,96.9,142.8,3242,41.5,118.4,68.1,not fire
17,12,2014,34,14,99,0,96.9,142.8,3253.3,41.5,118.4,68.1,not fire
18,12,2014,34,14,99,0,96.9,142.9,3264.5,41.6,118.4,68.1,not fire
19,12,2014,34,14,99,0,96.9,142.9,3275.7,41.6,118.5,68.2,not fire
20,12,2014,34,14,99,0,96.9,142.9,3286.8,41.7,118.5,68.2,not fire
21,12,2014,34,14,99,0,96.9,143,3297.9,41.7,118.5,68.2,not fire
22,12,2014,34,14,99,0,96.9,143,3308.9,41.8,118.6,68.3,not fire
23,12,2014,34,14,99,0,96.9,143.1,3319.9,41.8,118.6,68.3,not fire
24,12,2014,34,14,99,0,96.9,143.1,3330.8,41.9,118.6,68.3,not fire
25,12,2014,34,14,99,0,96.9,143.1,3341.7,41.9,118.7,68.4,not fire
26,12,2014,34,14,99,0,96.9,143.2,3352.6,42,118.7,68.4,not fire
27,12,2014,34,14,99,0,96.9,143.2,3363.4,42,118.7,68.4,not fire
28,12,2014,34,14,99,0,96.9,143.2,3374.2,42.1,118.8,68.5,not fire
29,12,2014,34,14,99,0,96.9,143.3,3385,42.1,118.8,68.5,not fire
30,12,2014,34,14,99,0,96.9,143.3,3395.7,42.2,118.8,68.5,not fire
31,12,2014,34,14,99,0,96.9,143.3,3406.4,42.2,118.9,68.6,not fire
01,01,2015,12,87,3.3,2.6,77.5,12.8,93.7,2.6,8.8,1.9,not fire
02,01,2015,13,89,2.8,0.3,77.1,11.7,91.2,2.6,8.5,1.8,not fire
03,01,2015,13,90,2.4,0.1,76.8,10.6,88.9,2.6,8.3,1.8,not fire
04,01,2015,13,91,2.3,0,76.4,9.6,86.7,2.6,8.1,1.7,not fire
05,01,2015,13,92,2.2,0,76.1,8.8,84.7,2.6,8,1.7,not fire
06,01,2015,13,93,2.1,0,75.8,8.1,82.8,2.6,7.9,1.7,not fire
07,01,2015,13,94,2,0,75.5,7.5,81,2.6,7.8,1.7,not fire
08,01,2015,13,95,2,0,75.2,6.9,79.3,2.6,7.7,1.7,not fire
09,01,2015,13,95,2,0,74.9,6.4,77.7,2.6,7.6,1.7,not fire
10,01,2015,13,96,1.9,0,74.6,5.9,76.1,2.6,7.5,1.7,not fire
11,01,2015,13,97,1.9,0,74.3,5.5,74.7,2.6,7.4,1.7,not fire
12,01,2015,13,97,1.9,0,74,5.1,73.3,2.5,7.3,1.6,not fire
13,01,2015,13,98,1.8,0,73.7,4.8,71.9,2.5,7.2,1.6,not fire
14,01,2015,13,98,1.8,0,73.4,4.5,70.6,2.5,7.2,1.6,not fire
15,01,2015,13,99,1.7,0,73.1,4.3,69.4,2.5,7.1,1.6,not fire
16,01,2015,13,99,1.7,0,72.8,4.1,68.3,2.5,7,1.6,not fire
17,01,2015,13,99,1.7,0,72.6,3.9,67.2,2.5,7,1.6,not fire
18,01,2015,13,99,1.6,0,72.3,3.7,66.1,2.5,6.9,1.6,not fire
19,01,2015,13,100,1.6,0,72,3.6,65.1,2.5,6.8,1.6,not fire
20,01,2015,13,100,1.6,0,71.7,3.4,64.1,2.4,6.8,1.6,not fire
21,01,2015,13,100,1.6,0,71.5,3.3,63.2,2.4,6.7,1.6,not fire
22,01,2015,13,100,1.5,0,71.2,3.2,62.3,2.4,6.7,1.6,not fire
23,01,2015,13,100,1.5,0,71,3,61.4,2.4,6.6,1.6,not fire
24,01,2015,13,100,1.5,0,70.7,2.9,60.6,2.4,6.6,1.6,not fire
25,01,2015,13,100,1.5,0,70.5,2.8,59.8,2.4,6.5,1.6,not fire
26,01,2015,13,100,1.5,0,70.3,2.7,59,2.4,6.5,1.6,not fire
27,01,2015,13,100,1.5,0,70,2.6,58.3,2.4,6.4,1.6,not fire
28,01,2015,13,100,1.5,0,69.8,2.5,57.6,2.4,6.4,1.6,not fire
29,01,2015,13,100,1.5,0,69.6,2.4,56.9,2.3,6.3,1.6,not fire
30,01,2015,13,100,1.4,0,69.4,2.3,56.2,2.3,6.3,1.6,not fire
31,01,2015,13,100,1.4,0,69.2,2.2,55.6,2.3,6.2,1.6,not fire
01,02,2015,13,100,1.4,0,69,2.1,55,2.3,6.2,1.6,not fire
02,02,2015,13,100,1.4,0,68.8,2,54.4,2.3,6.1,1.6,not fire
03,02,2015,13,100,1.4,0,68.6,1.9,53.8,2.3,6.1,1.6,not fire
04,02,2015,13,100,1.4,0,68.4,1.8,53.2,2.3,6.1,1.6,not fire
05,02,2015,13,100,1.3,0,68.2,1.8,52.6,2.3,6,1.6,not fire
06,02,2015,13,100,1.3,0,68,1.7,52,2.3,6,1.6,not fire
07,02,2015,13,100,1.3,0,67.8,1.6,51.5,2.3,6,1.6,not fire
08,02,2015,13,100,1.3,0,67.7,1.6,51,2.2,5.9,1.6,not fire
09,02,2015,13,100,1.3,0,67.5,1.5,50.5,2.2,5.9,1.6,not fire
10,02,2015,13,100,1.3,0,67.3,1.5,50,2.2,5.9,1.6,not fire
11,02,2015,13,100,1.2,0,67.1,1.4,49.5,2.2,5.8,1.6,not fire
12,02,2015,13,100,1.2,0,67,1.4,49,2.2,5.8,1.6,not fire
13,02,2015,13,100,1.2,0,66.8,1.3,48.5,2.2,5.8,1.6,not fire
14,02,2015,13,100,1.2,0,66.6,1.3,48,2.2,5.7,1.6,not fire
15,02,2015,13,100,1.2,0,66.5,1.3,47.5,2.2,5.7,1.6,not fire
16,02,2015,13,100,1.2,0,66.3,1.2,47,2.2,5.7,1.6,not fire
17,02,2015,13,100,1.2,0,66.1,1.2,46.5,2.2,5.7,1.6,not fire
18,02,2015,13,100,1.1,0,66,1.2,46,2.2,5.6,1.6,not fire
19,02,2015,13,100,1.1,0,65.8,1.1,45.5,2.1,5.6,1.6,not fire
20,02,2015,13,100,1.1,0,65.7,1.1,45,2.1,5.6,1.6,not fire
21,02,2015,13,100,1.1,0,65.5,1.1,44.5,2.1,5.6,1.6,not fire
22,02,2015,13,100,1.1,0,65.4,1,44,2.1,5.6,1.6,not fire
23,02,2015,13,100,1.1,0,65.2,1,43.5,2.1,5.6,1.6,not fire
24,02,2015,13,100,1.1,0,65.1,1,43,2.1,5.6,1.6,not fire
25,02,2015,13,100,1.1,0,64.9,1,42.5,2.1,5.5,1.6,not fire
26,02,2015,13,100,1,0,64.8,1,42,2.1,5.5,1.6,not fire
27,02,2015,13,100,1,0,64.7,0.9,41.5,2.1,5.5,1.6,not fire
28,02,2015,13,100,1,0,64.5,0.9,41,2.1,5.5,1.6,not fire
01,03,2015,13,100,1,0,64.4,0.9,40.5,2,5.5,1.6,not fire
02,03,2015,13,100,1,0,64.3,0.9,40,2,5.5,1.6,not fire
03,03,2015,13,100,1,0,64.1,0.9,39.5,2,5.5,1.6,not fire
04,03,2015,13,100,0.9,0,64,0.8,39,2,5.5,1.6,not fire
05,03,2015,13,100,0.9,0,63.9,0.8,38.5,2,5.5,1.6,not fire
06,03,2015,13,100,0.9,0,63.7,0.8,38,2,5.5,1.6,not fire
07,03,2015,13,100,0.9,0,63.6,0.7,37.5,2,5.5,1.6,not fire
08,03,2015,13,100,0.9,0,63.5,0.7,37,1.9,5.4,1.6,not fire
09,03,2015,13,100,0.9,0,63.4,0.7,36.5,1.9,5.4,1.6,not fire
10,03,2015,13,100,0.9,0,63.3,0.7,36,1.9,5.4,1.6,not fire
11,03,2015,13,100,0.8,0,63.2,0.6,35.5,1.9,5.4,1.6,not fire
12,03,2015,13,100,0.8,0,63.1,0.6,35,1.9,5.4,1.6,not fire
13,03,2015,13,100,0.8,0,63,0.6,34.5,1.9,5.4,1.6,not fire
14,03,2015,13,100,0.8,0,62.9,0.6,34,1.9,5.3,1.6,not fire
15,03,2015,13,100,0.8,0,62.8,0.6,33.5,1.9,5.3,1.6,not fire
16,03,2015,13,100,0.8,0,62.7,0.6,33,1.9,5.3,1.6,not fire
17,03,2015,13,100,0.8,0,62.6,0.5,32.5,1.9,5.3,1.6,not fire
18,03,2015,13,100,0.7,0,62.5,0.5,32,1.8,5.3,1.6,not fire
19,03,2015,13,100,0.7,0,62.4,0.5,31.5,1.8,5.3,1.6,not fire
20,03,2015,13,100,0.7,0,62.3,0.5,31,1.8,5.3,1.6,not fire
21,03,2015,13,100,0.7,0,62.2,0.5,30.5,1.8,5.2,1.6,not fire
22,03,2015,13,100,0.7,0,62.1,0.5,30,1.8,5.2,1.6,not fire
23,03,2015,13,100,0.7,0,62,0.5,29.5,1.8,5.2,1.6,not fire
24,03,2015,13,100,0.7,0,61.9,0.4,29,1.8,5.2,1.6,not fire
25,03,2015,13,100,0.7,0,61.8,0.4,28.5,1.8,5.2,1.6,not fire
26,03,2015,13,100,0.7,0,61.7,0.4,28,1.8,5.2,1.6,not fire
27,03,2015,13,100,0.7,0,61.6,0.4,27.5,1.8,5.2,1.6,not fire
28,03,2015,13,100,0.6,0,61.5,0.4,27,1.8,5.1,1.6,not fire
29,03,2015,13,100,0.6,0,61.4,0.4,26.5,1.8,5.1,1.6,not fire
30,03,2015,13,100,0.6,0,61.3,0.4,26,1.7,5.1,1.6,not fire
31,03,2015,13,100,0.6,0,61.2,0.4,25.5,1.7,5.1,1.6,not fire
01,04,2015,13,100,0.6,0,61.2,0.4,25,1.7,5.1,1.6,not fire
02,04,2015,13,100,0.6,0,61.1,0.4,24.5,1.7,5.1,1.6,not fire
03,04,2015,13,100,0.6,0,61,0.4,24,1.7,5.1,1.6,not fire
04,04,2015,13,100,0.6,0,60.9,0.4,23.5,1.7,5.1,1.6,not fire
05,04,2015,13,100,0.6,0,60.8,0.4,23,1.7,5.1,1.6,not fire
06,04,2015,13,100,0.6,0,60.7,0.4,22.5,1.7,5.1,1.6,not fire
07,04,2015,13,100,0.6,0,60.6,0.4,22,1.7,5.1,1.6,not fire
08,04,2015,13,100,0.6,0,60.5,0.4,21.5,1.7,5,1.6,not fire
09,04,2015,13,100,0.6,0,60.4,0.4,21,1.7,5,1.6,not fire
10,04,2015,13,100,0.6,0,60.3,0.4,20.5,1.7,5,1.6,not fire
11,04,2015,13,100,0.6,0,60.2,0.4,20,1.7,5,1.6,not fire
12,04,2015,13,100,0.6,0,60.1,0.4,19.5,1.7,5,1.6,not fire
13,04,2015,13,100,0.6,0,60,0.4,19,1.7,5,1.6,not fire
14,04,2015,13,100,0.6,0,59.9,0.4,18.5,1.7,5,1.6,not fire
15,04,2015,13,100,0.6,0,59.8,0.4,18,1.6,5,1.6,not fire
16,04,2015,13,100,0.6,0,59.7,0.4,17.5,1.6,5,1.6,not fire
17,04,2015,13,100,0.6,0,59.6,0.4,17,1.6,5,1.6,not fire
18,04,2015,13,100,0.6,0,59.5,0.4,16.5,1.6,5,1.6,not fire
19,04,2015,13,100,0.6,0,59.4,0.4,16,1.6,5,1.6,not fire
20,04,2015,13,100,0.6,0,59.3,0.4,15.5,1.6,5,1.6,not fire
21,04,2015,13,100,0.6,0,59.2,0.4,15,1.6,5,1.6,not fire
22,04,2015,13,100,0.6,0,59.1,0.4,14.5,1.6,5,1.6,not fire
23,04,2015,13,100,0.6,0,59,0.4,14,1.6,5,1.6,not fire
24,04,2015,13,100,0.6,0,58.9,0.4,13.5,1.6,5,1.6,not fire
25,04,2015,13,100,0.6,0,58.8,0.4,13,1.6,5,1.6,not fire
26,04,2015,13,100,0.6,0,58.7,0.4,12.5,1.6,5,1.6,not fire
27,04,2015,13,100,0.6,0,58.6,0.4,12,1.6,5,1.6,not fire
28,04,2015,13,100,0.6,0,58.5,0.4,11.5,1.6,5,1.6,not fire
29,04,2015,13,100,0.6,0,58.4,0.4,11,1.6,5,1.6,not fire
30,04,2015,13,100,0.6,0,58.3,0.4,10.5,1.6,5,1.6,not fire
01,05,2015,16,100,0.6,0,58.2,0.4,10,1.6,5,1.6,not fire
02,05,2015,16,100,0.6,0,58.1,0.4,9.5,1.6,5,1.6,not fire
03,05,2015,16,100,0.6,0,58,0.4,9,1.6,5,1.6,not fire
04,05,2015,16,100,0.6,0,57.9,0.4,8.5,1.6,5,1.6,not fire
05,05,2015,16,100,0.6,0,57.8,0.4,8,1.6,5,1.6,not fire
06,05,2015,16,100,0.6,0,57.7,0.4,7.5,1.6,5,1.6,not fire
07,05,2015,16,100,0.6,0,57.6,0.4,7,1.6,5,1.6,not fire
08,05,2015,16,100,0.6,0,57.5,0.4,6.5,1.6,5,1.6,not fire
09,05,2015,16,100,0.6,0,57.4,0.4,6,1.6,5,1.6,not fire
10,05,2015,16,100,0.6,0,57.3,0.4,5.5,1.6,5,1.6,not fire
11,05,2015,16,100,0.6,0,57.2,0.4,5,1.6,5,1.6,not fire
12,05,2015,16,100,0.6,0,57.1,0.4,4.5,1.6,5,1.6,not fire
13,05,2015,16,100,0.6,0,57,0.4,4,1.6,5,1.6,not fire
14,05,2015,16,100,0.6,0,56.9,0.4,3.5,1.6,5,1.6,not fire
15,05,2015,16,100,0.6,0,56.8,0.4,3,1.6,5,1.6,not fire
16,05,2015,16,100,0.6,0,56.7,0.4,2.5,1.6,5,1.6,not fire
17,05,2015,16,100,0.6,0,56.6,0.4,2,1.6,5,1.6,not fire
18,05,2015,16,100,0.6,0,56.5,0.4,1.5,1.6,5,1.6,not fire
19,05,2015,16,100,0.6,0,56.4,0.4,1,1.6,5,1.6,not fire
20,05,2015,16,100,0.6,0,56.3,0.4,0.5,1.6,5,1.6,not fire
21,05,2015,16,100,0.6,0,56.2,0.4,0,1.6,5,1.6,not fire
22,05,2015,16,100,0.6,0,56.1,0.4,0,1.6,5,1.6,not fire
23,05,2015,16,100,0.6,0,56,0.4,0,1.6,5,1.6,not fire
24,05,2015,16,100,0.6,0,55.9,0.4,0,1.6,5,1.6,not fire
25,05,2015,16,100,0.6,0,55.8,0.4,0,1.6,5,1.6,not fire
26,05,2015,16,100,0.6,0,55.7,0.4,0,1.6,5,1.6,not fire
27,05,2015,16,100,0.6,0,55.6,0.4,0,1.6,5,1.6,not fire
28,05,2015,16,100,0.6,0,55.5,0.4,0,1.6,5,1.6,not fire
29,05,2015,16,100,0.6,0,55.4,0.4,0,1.6,5,1.6,not fire
30,05,2015,16,100,0.6,0,55.3,0.4,0,1.6,5,1.6,not fire
31,05,2015,16,100,0.6,0,55.2,0.4,0,1.6,5,1.6,not fire
01,06,2015,32,66,16,0,85.1,3.7,10.2,2.0,4.7,0.9,not fire
02,06,2015,31,72,15,0.4,82.3,4.4,12.5,1.5,5.3,0.8,not fire
03,06,2015,29,78,14,1.0,78.7,3.4,9.6,0.7,3.9,0.4,not fire
04,06,2015,27,81,16,0.3,76.8,2.7,7.8,0.4,3.1,0.2,not fire
05,06,2015,30,73,17,0.6,79.2,3.8,11.3,0.9,4.6,0.5,not fire
06,06,2015,33,66,15,0,84.5,5.8,19.5,3.1,6.8,2.3,fire
07,06,2015,35,59,14,0,86.8,8.5,28.0,5.3,9.2,5.0,fire
08,06,2015,34,62,15,0,87.7,10.3,34.0,4.0,11.1,5.2,fire
09,06,2015,30,75,14,0.3,77.9,7.0,30.0,1.1,9.0,1.1,not fire
10,06,2015,32,72,16,0,80.7,8.9,40.5,2.2,11.6,2.6,not fire
11,06,2015,34,69,17,0,82.5,11.2,47.7,3.6,14.2,4.4,fire
12,06,2015,29,77,18,0,77.4,12.5,54.8,3.1,16.6,5.5,fire
13,06,2015,31,80,19,0.5,69.3,5.1,17.6,0.6,6.9,0.5,not fire
14,06,2015,33,75,18,0.2,71.6,4.6,13.5,1.1,6.1,0.6,not fire
15,06,2015,30,82,17,0.8,65.8,3.4,11.0,0.5,4.9,0.3,not fire
16,06,2015,31,85,16,0.4,64.0,2.7,8.9,0.2,4.0,0.1,not fire
17,06,2015,32,80,19,0,69.0,3.8,10.3,0.7,5.4,0.4,not fire
18,06,2015,34,77,18,0,72.6,5.2,14.6,1.4,6.9,1.0,not fire
19,06,2015,36,69,17,0,77.1,6.8,21.0,2.6,8.9,2.0,not fire
20,06,2015,35,65,15,0,79.9,8.7,27.0,3.8,11.2,3.2,fire
21,06,2015,33,63,14,0,81.3,10.9,33.5,3.4,13.8,4.0,fire
22,06,2015,34,67,16,0,82.2,12.5,39.5,4.5,16.1,5.1,fire
23,06,2015,32,70,17,0.3,75.7,8.5,28.5,1.8,11.2,2.1,not fire
24,06,2015,33,72,16,0,77.5,10.0,35.0,2.5,13.5,3.0,not fire
25,06,2015,31,76,18,0,73.5,11.1,41.8,2.0,15.6,2.4,not fire
26,06,2015,32,70,18,0,76.6,12.7,48.0,2.7,18.2,3.6,not fire
27,06,2015,34,65,15,0,79.5,14.1,54.6,4.7,20.5,4.9,fire
28,06,2015,35,62,16,0,81.7,16.7,61.4,5.6,23.3,6.7,fire
29,06,2015,33,68,14,0.3,78.0,11.5,52.2,1.4,19.0,2.2,not fire
30,06,2015,34,70,15,0,80.1,13.3,59.0,2.7,21.6,3.7,fire
01,07,2015,32,65,16,0.6,75.2,5.9,22.2,0.9,9.2,0.8,not fire
02,07,2015,30,73,17,1.1,71.7,5.5,20.9,0.8,8.5,0.6,not fire
03,07,2015,32,77,18,0.6,74.5,6.0,23.8,1.3,10.4,1.1,not fire
04,07,2015,33,69,17,0,78.0,8.0,31.5,3.0,13.9,2.9,not fire
05,07,2015,34,67,16,0,80.0,9.8,38.6,4.1,17.1,4.0,fire
06,07,2015,35,64,15,0,82.1,12.2,47.8,5.2,20.6,6.0,fire
07,07,2015,36,61,14,0.1,78.5,9.6,34.1,2.4,14.4,2.5,not fire
08,07,2015,35,63,16,0,80.6,12.3,42.6,4.3,18.1,4.9,fire
09,07,2015,34,67,15,1.3,72.5,6.7,13.4,1.0,7.6,0.7,not fire
10,07,2015,35,68,14,0.5,73.2,7.5,16.6,1.3,8.7,1.0,not fire
11,07,2015,36,70,15,0,76.1,9.2,24.4,2.5,11.0,2.1,not fire
12,07,2015,32,67,14,0.1,74.1,8.0,22.6,1.8,10.1,1.3,not fire
13,07,2015,33,72,16,0,77.5,10.5,33.6,3.0,14.7,3.1,not fire
14,07,2015,32,69,17,0.4,71.4,7.8,24.4,1.3,10.5,1.2,not fire
15,07,2015,31,73,18,0.1,67.8,6.4,18.5,1.1,8.7,0.7,not fire
16,07,2015,30,75,19,0,70.1,7.2,21.2,0.8,10.5,0.8,not fire
17,07,2015,31,77,18,0.6,72.9,8.1,26.3,1.3,12.6,1.3,not fire
18,07,2015,32,71,16,0.1,75.2,10.3,34.2,2.7,17.2,3.0,not fire
19,07,2015,34,67,15,0,77.9,11.8,42.2,3.6,20.9,4.3,fire
20,07,2015,35,63,14,0,81.1,14.2,51.5,5.0,25.8,5.8,fire
21,07,2015,36,59,13,0,83.6,17.0,61.7,6.3,31.3,7.4,fire
22,07,2015,34,65,14,0.2,78.8,12.9,43.5,2.6,19.7,3.2,not fire
23,07,2015,33,69,15,0.5,75.8,11.1,34.1,2.1,15.9,2.5,not fire
24,07,2015,31,73,17,0,71.3,8.9,25.5,1.4,12.2,1.4,not fire
25,07,2015,30,77,18,0.4,69.1,7.8,20.6,0.7,10.6,0.7,not fire
26,07,2015,32,74,17,0.7,72.8,10.2,30.1,1.6,15.0,1.8,not fire
27,07,2015,33,70,16,0,77.0,11.8,39.1,2.9,19.8,3.2,fire
28,07,2015,34,67,15,0,80.5,14.4,48.3,4.0,24.6,4.8,fire
29,07,2015,35,64,14,0.3,82.7,16.9,58.0,5.4,29.7,6.4,fire
30,07,2015,33,69,15,0,79.1,13.7,46.7,3.5,23.9,3.7,fire
31,07,2015,32,72,16,0.5,75.5,10.4,36.2,2.3,18.5,2.8,not fire
01,08,2015,20,91,1.4,0,89.4,112.2,573.7,8.7,117.7,8.7,not fire
02,08,2015,19,89,1.4,0,89.3,111.9,573.5,8.6,117.5,8.6,not fire
03,08,2015,19,89,1.4,0,89.2,111.6,573.2,8.5,117.2,8.5,not fire
04,08,2015,19,88,1.4,0,89.1,111.3,572.9,8.4,117,8.4,not fire
05,08,2015,19,88,1.4,0,89,111,572.6,8.3,116.7,8.3,not fire
06,08,2015,19,88,1.4,0,88.9,110.7,572.4,8.2,116.4,8.2,not fire
07,08,2015,19,87,1.4,0,88.8,110.4,572.1,8.1,116.2,8.1,not fire
08,08,2015,19,87,1.4,0,88.7,110.1,571.8,8,115.9,8,not fire
09,08,2015,19,87,1.4,0,88.6,109.8,571.5,7.9,115.6,7.9,not fire
10,08,2015,19,86,1.4,0,88.5,109.5,571.3,7.8,115.4,7.8,not fire
11,08,2015,19,86,1.4,0,88.4,109.2,571,7.7,115.1,7.7,not fire
12,08,2015,19,86,1.4,0,88.3,108.9,570.7,7.6,114.8,7.6,not fire
13,08,2015,19,85,1.4,0,88.2,108.6,570.4,7.5,114.6,7.5,not fire
14,08,2015,19,85,1.4,0,88.1,108.3,570.1,7.4,114.3,7.4,not fire
